Player,Nation,Age,Pos,Squad,Season,Min,Gls,Ast,xG,xA,npxG,xAG,G+A,Sh,SoT,G/Sh,G/SoT,PrgC,PrgP,PrgR,KP,1/3,PPA,CrsPA,Cmp%,TotDist,PrgDist,SCA,GCA,SCA90,GCA90,Tkl,TklW,Int,Blocks,Clr,Tkl+Int,Touches,Succ,Succ%,Carries,CrdY,CrdR,Fls,Fld,GA,Saves,Save%,CS,PSxG,PSxG+/-,#OPA,AvgDist,MP,Starts,90s,Mn/MP,PPM,+/-,+/-90,npxG+xAG,SoT%
Cristiano Ronaldo,pt POR,36,FW,Juventus,2021-2022,31.0,0.0,0.0,0.2,0.0,0.2,0.1,0.0,1.0,0.0,0.0,,1,2,3,1,0,0,0,61.5,105,16,2,0,5.81,0.0,1.0,0,0,2,0,1,15,1,100.0,7,1,0,0,1,,,,,,,,,1,0,0.3,31,1.0,-1,-2.9,0.30000000000000004,0.0
Salomón Rondón,ve VEN,31,FW,Everton,2021-2022,790.0,1.0,1.0,1.8,0.7,1.8,0.7,2.0,21.0,6.0,0.05,0.17,5,9,41,8,4,1,0,60.6,1410,190,18,0,2.05,0.0,6.0,1,0,9,10,6,285,4,40.0,129,3,1,12,0,,,,,,,,,20,8,8.8,40,0.85,-8,-0.91,2.5,28.57142857142857
Valentin Rongier,fr FRA,26,"MF,DF",Marseille,2021-2022,2194.0,0.0,1.0,2.4,2.2,2.4,1.4,1.0,28.0,9.0,0.0,0.0,52,195,79,17,160,22,2,89.9,27552,7112,58,6,2.38,0.25,77.0,51,33,26,14,110,2187,30,63.8,1513,3,0,34,1,,,,,,,,,32,25,24.4,69,1.78,20,0.82,3.8,32.142857142857146
Marten de Roon,nl NED,30,"MF,DF",Atalanta,2021-2022,2548.0,3.0,0.0,2.0,1.1,2.0,0.3,3.0,23.0,5.0,0.13,0.6,19,176,30,7,163,21,0,84.9,25483,8331,42,3,1.48,0.11,69.0,42,45,21,41,114,1952,5,50.0,1090,7,1,50,0,,,,,,,,,30,28,28.3,85,1.67,14,0.49,2.3,21.73913043478261
Unai Ropero,es ESP,19,MF,Alavés,2021-2022,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,0,0,0,100.0,11,0,0,0,0.0,0.0,0.0,0,1,0,0,1,4,0,,3,0,0,0,0,,,,,,,,,1,0,0.1,12,0.0,0,0.0,0.0,
Pablo Rosario,do DOM,24,MF,Nice,2021-2022,2729.0,0.0,2.0,1.2,1.3,1.2,1.0,2.0,19.0,3.0,0.0,0.0,23,186,24,20,147,14,3,87.6,26102,6712,52,7,1.71,0.23,59.0,37,38,17,43,97,2002,19,63.3,1262,7,0,36,2,,,,,,,,,36,31,30.3,76,1.83,13,0.43,2.2,15.789473684210526
Romario Rösch,de GER,22,MF,Mainz 05,2021-2022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,3,0,0.0,2,0,0,0,0,,,,,,,,,1,0,0.0,1,3.0,0,0.0,0.0,
Danny Rose,eng ENG,31,DF,Watford,2021-2022,689.0,0.0,0.0,0.2,0.5,0.2,0.8,0.0,4.0,1.0,0.0,0.0,12,33,19,5,29,7,1,66.8,4251,2344,15,1,1.96,0.13,16.0,10,14,11,11,30,409,9,60.0,175,4,0,10,1,,,,,,,,,8,7,7.7,86,0.5,-11,-1.44,1.0,25.0
Francesco Rossi,it ITA,30,GK,Atalanta,2021-2022,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0,75.0,341,279,0,0,0.0,0.0,0.0,0,0,0,0,0,17,0,,8,0,0,0,0,1.0,1.0,50.0,0.0,1.0,0.0,0.0,18.0,1,0,0.4,37,0.0,0,0.0,0.0,
Tom Rothe,de GER,16,DF,Dortmund,2021-2022,94.0,1.0,0.0,0.2,0.0,0.2,0.0,1.0,2.0,1.0,0.5,1.0,1,0,10,1,1,0,0,74.1,574,202,1,0,0.96,0.0,4.0,3,2,4,3,6,71,1,33.3,38,1,0,3,0,,,,,,,,,2,1,1.0,47,1.5,4,3.83,0.2,50.0
Jérôme Roussillon,fr FRA,28,DF,Wolfsburg,2021-2022,1775.0,1.0,0.0,1.0,1.2,1.0,1.6,1.0,12.0,5.0,0.08,0.2,42,64,91,15,43,19,8,73.5,11140,4068,35,1,1.77,0.05,14.0,9,14,19,34,28,1116,30,56.6,583,5,0,10,1,,,,,,,,,26,18,19.7,68,1.15,1,0.05,2.6,41.66666666666667
Nicolò Rovella,it ITA,19,MF,Genoa,2021-2022,1468.0,0.0,3.0,0.7,2.5,0.7,2.3,3.0,17.0,4.0,0.0,0.0,31,84,34,30,64,8,1,78.0,14063,3760,61,6,3.74,0.37,37.0,26,20,11,20,57,1138,16,57.1,636,5,0,26,4,,,,,,,,,21,16,16.3,70,0.67,-12,-0.74,3.0,23.52941176470588
Jon Rowe,eng ENG,18,"FW,MF",Norwich City,2021-2022,223.0,0.0,1.0,0.3,0.2,0.3,0.5,1.0,3.0,2.0,0.0,0.0,4,3,21,5,4,2,0,66.7,534,142,8,0,3.24,0.0,3.0,2,3,4,1,6,112,4,30.8,76,0,0,3,0,,,,,,,,,13,0,2.5,17,0.23,-3,-1.21,0.8,66.66666666666666
Amir Rrahmani,xk KVX,27,DF,Napoli,2021-2022,2927.0,4.0,0.0,4.0,0.4,4.0,0.1,4.0,22.0,9.0,0.18,0.44,12,81,3,5,83,3,0,91.1,32159,11658,21,4,0.65,0.12,21.0,11,19,4,89,40,2238,5,83.3,1377,5,0,23,0,,,,,,,,,33,33,32.5,89,1.94,32,0.98,4.1,40.909090909090914
Ruan,br BRA,22,DF,Sassuolo,2021-2022,214.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,,5,8,2,1,5,0,0,76.4,1194,609,5,0,2.1,0.0,7.0,4,2,2,24,9,160,7,70.0,59,1,0,4,0,,,,,,,,,10,0,2.4,21,1.9,-3,-1.26,0.1,
Rubén,es ESP,20,DF,Espanyol,2021-2022,150.0,0.0,1.0,0.0,0.2,0.0,0.5,1.0,1.0,0.0,0.0,,5,1,8,1,1,1,0,65.2,660,154,2,1,1.2,0.6,6.0,1,2,2,4,8,91,3,100.0,47,0,0,4,0,,,,,,,,,4,1,1.7,38,1.0,-1,-0.6,0.5,0.0
John Ruddy,eng ENG,34,GK,Wolves,2021-2022,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,1,0,0,66.7,458,296,0,0,0.0,0.0,0.0,0,0,0,3,0,39,0,,13,0,0,0,0,3.0,4.0,57.1,0.0,2.9,-0.1,1.0,14.2,2,1,1.5,68,0.5,-2,-1.33,0.0,
Antonio Rüdiger,de GER,28,DF,Chelsea,2021-2022,3035.0,3.0,0.0,2.3,1.5,2.3,0.7,3.0,48.0,13.0,0.06,0.23,54,188,21,12,219,24,3,87.5,41765,13323,45,9,1.33,0.27,48.0,28,28,18,91,76,2820,6,50.0,1782,9,0,35,2,,,,,,,,,34,34,33.7,89,1.91,41,1.22,3.0,27.083333333333332
Sebastian Rudy,de GER,31,MF,Hoffenheim,2021-2022,773.0,3.0,1.0,2.1,1.2,2.1,0.3,4.0,14.0,5.0,0.21,0.6,5,44,25,6,35,5,1,75.3,4857,1770,16,4,1.86,0.47,22.0,12,11,6,8,33,490,3,75.0,250,5,0,12,1,,,,,,,,,21,7,8.6,37,1.14,2,0.23,2.4,35.714285714285715
Daniele Rugani,it ITA,27,DF,Juventus,2021-2022,879.0,0.0,0.0,0.2,0.1,0.2,0.0,0.0,2.0,0.0,0.0,,3,28,1,1,23,0,0,90.9,9586,3391,2,0,0.2,0.0,8.0,5,11,4,47,19,631,0,,390,2,0,11,0,,,,,,,,,12,9,9.8,73,2.17,5,0.51,0.2,0.0
Matteo Ruggeri,it ITA,19,DF,Salernitana,2021-2022,676.0,0.0,0.0,0.2,0.4,0.2,0.3,0.0,3.0,0.0,0.0,,10,16,19,4,15,6,5,65.6,3402,1434,8,1,1.06,0.13,8.0,4,2,6,25,10,366,3,50.0,146,1,0,1,0,,,,,,,,,14,8,7.5,48,0.71,-8,-1.07,0.5,0.0
Mário Rui,pt POR,30,DF,Napoli,2021-2022,2992.0,0.0,5.0,1.6,3.6,1.6,3.3,5.0,32.0,10.0,0.0,0.0,67,150,155,41,126,36,8,84.2,33194,10011,83,10,2.5,0.3,68.0,43,40,35,50,108,2736,14,58.3,1546,7,0,31,6,,,,,,,,,34,34,33.2,88,2.03,38,1.14,4.9,31.25
Aitor Ruibal,es ESP,25,"FW,DF",Betis,2021-2022,856.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,20.0,3.0,0.0,0.0,21,28,72,11,23,8,2,75.7,3647,1225,34,1,3.57,0.11,21.0,15,8,10,6,29,468,13,50.0,278,6,0,23,2,,,,,,,,,19,9,9.5,45,1.53,-4,-0.42,2.0,15.0
Isma Ruiz,es ESP,20,MF,Granada,2021-2022,283.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,4.0,1.0,0.0,0.0,3,2,3,2,6,0,0,83.1,1823,302,4,1,1.27,0.32,3.0,1,3,2,2,6,147,2,100.0,82,1,0,2,0,,,,,,,,,8,3,3.1,35,1.0,-1,-0.32,0.2,25.0
Fabián Ruiz Peña,es ESP,25,MF,Napoli,2021-2022,2384.0,7.0,4.0,1.6,2.8,1.6,2.9,11.0,40.0,13.0,0.18,0.54,58,220,80,32,219,32,2,89.7,32223,8053,84,11,3.17,0.42,55.0,33,22,26,32,77,2455,12,54.5,1488,2,0,21,2,,,,,,,,,32,29,26.5,75,2.25,39,1.47,4.5,32.5
Víctor Ruiz,es ESP,32,DF,Betis,2021-2022,1424.0,0.0,0.0,0.9,0.2,0.9,0.1,0.0,7.0,1.0,0.0,0.0,5,54,2,6,40,4,0,86.8,15244,6426,11,2,0.7,0.13,11.0,9,29,6,71,40,1061,1,50.0,566,2,0,12,0,,,,,,,,,18,17,15.8,79,1.72,11,0.7,1.0,14.285714285714285
Gerónimo Rulli,ar ARG,29,GK,Villarreal,2021-2022,2880.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,,,0,2,1,0,15,2,0,81.6,26543,16729,6,1,0.19,0.03,0.0,0,1,1,15,1,1361,1,100.0,796,2,0,0,0,28.0,72.0,75.0,14.0,28.2,1.2,52.0,16.5,32,32,32.0,90,1.59,22,0.69,0.0,
Lukas Rupp,de GER,30,MF,Norwich City,2021-2022,769.0,0.0,0.0,0.7,1.1,0.7,1.4,0.0,12.0,2.0,0.0,0.0,17,35,23,9,24,5,1,82.4,4884,1244,25,1,2.93,0.12,9.0,4,9,15,7,18,488,18,66.7,309,0,0,7,1,,,,,,,,,19,7,8.5,40,0.58,-13,-1.52,2.0999999999999996,16.666666666666664
Alessandro Russo,it ITA,17,MF,Salernitana,2021-2022,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,0,0,0,0,50.0,24,6,0,0,0.0,0.0,1.0,0,0,0,1,1,9,0,,5,0,0,0,0,,,,,,,,,1,0,0.3,29,0.0,0,0.0,0.0,
Franco Russo,ar ARG,26,DF,Mallorca,2021-2022,1464.0,1.0,0.0,0.2,0.9,0.2,0.2,1.0,6.0,2.0,0.17,0.5,4,41,3,1,23,1,0,76.2,10027,4613,7,0,0.43,0.0,19.0,10,27,6,73,46,816,5,83.3,384,7,2,26,0,,,,,,,,,19,17,16.3,77,1.16,-4,-0.25,0.4,33.33333333333333
Georginio Rutter,fr FRA,19,"FW,MF",Hoffenheim,2021-2022,1611.0,8.0,2.0,7.0,2.9,7.0,4.2,10.0,52.0,21.0,0.15,0.38,38,42,124,15,14,15,4,62.1,2950,756,46,7,2.57,0.39,18.0,13,6,19,11,24,614,37,47.4,368,2,0,37,5,,,,,,,,,33,13,17.9,49,1.39,3,0.17,11.2,40.38461538461539
Mathew Ryan,au AUS,29,GK,Real Sociedad,2021-2022,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,1,0,0,62.6,1976,1435,0,0,0.0,0.0,0.0,0,0,0,2,0,117,0,,63,0,0,0,0,5.0,10.0,73.3,1.0,4.1,-0.9,3.0,13.7,3,3,3.0,90,2.0,1,0.33,0.0,
Julian Ryerson,no NOR,23,DF,Union Berlin,2021-2022,1429.0,2.0,0.0,1.3,1.5,1.3,1.5,2.0,17.0,6.0,0.12,0.33,30,50,50,18,37,22,13,74.2,8233,2877,34,3,2.14,0.19,27.0,15,16,20,32,43,825,19,61.3,403,3,0,12,0,,,,,,,,,28,13,15.9,51,1.71,3,0.19,2.8,35.294117647058826
Frederik Rønnow,dk DEN,28,GK,Union Berlin,2021-2022,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,3,0,0,65.4,5036,4020,0,0,0.0,0.0,0.0,0,0,1,1,0,264,0,,168,1,0,0,0,5.0,14.0,72.2,2.0,3.4,-0.6,3.0,10.2,7,7,7.0,90,2.43,8,1.14,0.0,
José Sá,pt POR,28,GK,Wolves,2021-2022,3285.0,0.0,1.0,0.0,0.0,0.0,0.9,1.0,0.0,0.0,,,0,2,0,3,14,1,0,69.4,20016,12844,4,1,0.11,0.03,2.0,1,2,0,19,4,1206,4,100.0,642,3,0,3,0,40.0,121.0,80.6,11.0,46.3,7.3,40.0,13.3,37,37,36.5,89,1.35,-3,-0.08,0.9,
Roli Pereira de Sa,fr FRA,24,MF,Nantes,2021-2022,573.0,0.0,0.0,0.6,0.6,0.6,0.6,0.0,5.0,1.0,0.0,0.0,14,16,20,7,19,1,1,81.6,3354,774,16,0,2.51,0.0,12.0,4,6,5,3,18,329,15,88.2,190,1,0,8,0,,,,,,,,,17,5,6.4,34,1.53,-3,-0.47,1.2,20.0
Youssouf Sabaly,sn SEN,28,DF,Betis,2021-2022,788.0,0.0,1.0,0.1,0.6,0.1,0.5,1.0,4.0,1.0,0.0,0.0,24,30,35,7,17,5,2,83.3,5854,1907,12,1,1.37,0.11,12.0,10,13,13,16,25,600,6,46.2,318,1,0,5,1,,,,,,,,,10,9,8.8,79,1.7,2,0.23,0.6,25.0
Mathys Saban,fr FRA,19,"FW,MF",Saint-Étienne,2021-2022,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,2,10,0,1,1,0,78.6,146,37,0,0,0.0,0.0,4.0,2,0,0,0,4,27,1,50.0,19,1,0,2,0,,,,,,,,,3,0,0.8,24,0.33,0,0.0,0.0,
Stefano Sabelli,it ITA,28,DF,Genoa,2021-2022,348.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,2.0,1.0,0.0,0.0,11,14,21,2,8,3,0,62.7,1485,630,6,0,1.55,0.0,6.0,3,3,10,12,9,203,1,25.0,109,3,0,6,1,,,,,,,,,7,5,3.9,50,0.71,-6,-1.55,0.2,50.0
Abdelhamid Sabiri,ma MAR,24,"MF,FW",Sampdoria,2021-2022,893.0,3.0,2.0,1.4,0.7,1.4,1.6,5.0,16.0,9.0,0.19,0.33,13,35,36,13,28,5,1,74.9,4452,1155,28,5,2.82,0.5,34.0,18,7,13,3,41,481,17,56.7,275,3,0,21,2,,,,,,,,,14,9,9.9,64,0.93,-2,-0.2,3.0,56.25
Marcel Sabitzer,at AUT,27,"MF,DF",Bayern Munich,2021-2022,905.0,1.0,1.0,2.1,2.2,2.1,1.7,2.0,20.0,6.0,0.05,0.17,20,66,54,11,51,16,2,80.9,8556,2280,26,2,2.58,0.2,18.0,7,9,20,10,27,810,4,57.1,455,0,0,16,0,,,,,,,,,25,8,10.1,36,2.16,14,1.39,3.8,30.0
Marcel Sabitzer,at AUT,27,"MF,FW",RB Leipzig,2021-2022,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,1,5,3,0,7,0,0,81.6,678,174,2,0,3.67,0.0,2.0,1,1,0,0,3,55,1,100.0,32,1,0,1,0,,,,,,,,,2,0,0.5,25,1.5,0,0.0,0.0,0.0
Falaye Sacko,ml MLI,26,DF,Saint-Étienne,2021-2022,667.0,0.0,0.0,0.1,0.1,0.1,0.2,0.0,1.0,0.0,0.0,,6,38,6,2,28,0,0,84.2,6327,2671,9,0,1.21,0.0,15.0,10,4,10,18,19,498,0,,298,0,0,9,0,,,,,,,,,9,8,7.4,74,1.44,2,0.27,0.30000000000000004,0.0
Alexis Saelemaekers,be BEL,22,FW,Milan,2021-2022,1865.0,1.0,3.0,2.9,3.3,2.9,3.3,4.0,39.0,12.0,0.03,0.08,63,54,161,38,45,26,10,78.4,9508,2300,82,8,3.96,0.39,43.0,22,15,26,8,58,1129,52,56.5,687,2,0,29,4,,,,,,,,,36,22,20.7,52,2.28,16,0.77,6.199999999999999,30.76923076923077
Moïse Sahi Dion,ci CIV,19,"FW,MF",Strasbourg,2021-2022,128.0,0.0,0.0,0.6,0.1,0.6,0.1,0.0,5.0,2.0,0.0,0.0,5,8,10,1,4,1,1,85.7,523,147,2,0,1.41,0.0,0.0,0,1,0,1,1,61,3,42.9,46,0,0,1,0,,,,,,,,,8,0,1.4,16,1.75,2,1.41,0.7,40.0
Rafiki Said,km COM,21,"MF,FW",Brest,2021-2022,122.0,0.0,0.0,0.3,0.2,0.3,0.1,0.0,6.0,2.0,0.0,0.0,6,4,20,2,3,2,1,73.7,650,173,7,0,5.16,0.0,4.0,3,0,3,0,4,89,6,46.2,58,1,0,6,0,,,,,,,,,14,0,1.4,9,1.07,-3,-2.21,0.4,33.33333333333333
Wesley Saïd,fr FRA,26,"FW,MF",Lens,2021-2022,654.0,5.0,0.0,4.3,0.7,4.3,0.9,5.0,26.0,10.0,0.19,0.5,21,32,49,14,18,4,0,70.7,2490,656,28,5,3.85,0.69,10.0,5,2,8,0,12,305,10,76.9,201,2,0,17,2,,,,,,,,,21,7,7.3,31,1.86,8,1.1,5.2,38.46153846153847
Allan Saint-Maximin,fr FRA,24,"FW,MF",Newcastle Utd,2021-2022,2804.0,5.0,5.0,5.2,3.8,5.2,4.3,10.0,64.0,26.0,0.08,0.19,180,87,167,50,51,32,8,70.8,7953,1853,130,11,4.17,0.35,13.0,8,11,33,3,24,1162,150,62.2,859,6,0,22,7,,,,,,,,,35,31,31.2,80,1.2,-19,-0.61,9.5,40.625
Romain Saïss,ma MAR,31,DF,Wolves,2021-2022,2705.0,2.0,0.0,2.7,0.3,2.7,0.3,2.0,18.0,6.0,0.11,0.33,18,137,9,7,159,1,0,79.5,26860,12453,16,0,0.53,0.0,40.0,27,58,13,158,98,2163,7,70.0,1168,6,0,30,0,,,,,,,,,31,31,30.1,87,1.32,-4,-0.13,3.0,33.33333333333333
Bukayo Saka,eng ENG,19,"FW,MF",Arsenal,2021-2022,2978.0,11.0,7.0,10.3,6.9,8.7,7.5,18.0,95.0,29.0,0.09,0.31,140,101,388,68,40,31,6,74.7,13040,2831,158,18,4.78,0.54,40.0,21,22,48,23,62,1631,43,42.2,1033,6,0,39,11,,,,,,,,,38,36,33.1,78,1.82,14,0.42,16.2,30.526315789473685
Mamadou Sakho,fr FRA,31,DF,Montpellier,2021-2022,2575.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,1.0,0.0,0.0,,7,84,0,4,63,2,0,89.2,25000,11223,17,4,0.59,0.14,34.0,22,41,3,134,75,1884,4,80.0,1149,3,0,8,0,,,,,,,,,29,29,28.6,89,1.28,-3,-0.1,0.1,0.0
Bakary Sako,ml MLI,33,"FW,MF",Saint-Étienne,2021-2022,156.0,0.0,0.0,0.3,0.1,0.3,0.0,0.0,6.0,0.0,0.0,,3,4,11,2,5,0,0,69.8,524,117,3,0,1.74,0.0,0.0,0,0,0,0,0,67,3,75.0,39,0,0,3,0,,,,,,,,,7,1,1.7,22,0.71,-2,-1.15,0.3,0.0
Jacopo Sala,it ITA,29,MF,Spezia,2021-2022,880.0,1.0,0.0,0.1,0.3,0.1,0.4,1.0,4.0,2.0,0.25,0.5,7,41,9,7,35,4,1,86.0,6478,1820,19,0,1.94,0.0,22.0,11,14,8,11,36,557,5,41.7,323,3,0,11,3,,,,,,,,,18,13,9.8,49,0.78,-7,-0.72,0.5,50.0
Mohamed Salah,eg EGY,29,FW,Liverpool,2021-2022,2762.0,23.0,13.0,22.7,7.4,17.8,10.0,36.0,133.0,49.0,0.14,0.37,125,122,451,62,46,57,4,77.0,11516,3063,141,25,4.59,0.81,17.0,8,6,38,5,23,1552,53,42.7,1030,1,0,12,2,,,,,,,,,35,30,30.7,79,2.37,56,1.82,27.8,36.84210526315789
Eddie Salcedo,it ITA,19,"MF,FW",Spezia,2021-2022,429.0,0.0,0.0,1.5,0.2,1.5,0.2,0.0,16.0,4.0,0.0,0.0,8,17,29,5,10,5,1,67.6,1612,410,16,1,3.35,0.21,1.0,1,0,2,7,1,205,3,33.3,109,1,0,8,1,,,,,,,,,12,5,4.8,36,0.83,-8,-1.68,1.7,25.0
William Saliba,fr FRA,20,DF,Marseille,2021-2022,3240.0,0.0,0.0,1.7,1.6,1.7,0.4,0.0,17.0,4.0,0.0,0.0,50,220,14,6,201,12,2,93.0,50153,15749,29,3,0.81,0.08,54.0,32,48,19,85,102,3348,31,75.6,2483,5,0,17,0,,,,,,,,,36,36,36.0,90,1.86,21,0.58,2.1,23.52941176470588
Romain Salin,fr FRA,37,GK,Rennes,2021-2022,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,2,0,0,90.9,789,550,0,0,0.0,0.0,0.0,0,0,0,0,0,33,0,,25,0,0,0,0,2.0,1.0,33.3,0.0,1.5,-0.5,1.0,21.5,1,1,1.0,90,0.0,-2,-2.0,0.0,
Mohammed Salisu,gh GHA,22,DF,Southampton,2021-2022,2972.0,0.0,0.0,2.0,0.7,2.0,0.8,0.0,24.0,9.0,0.0,0.0,31,136,7,9,150,5,2,75.0,24582,11429,34,5,1.03,0.15,80.0,47,78,22,158,158,2285,13,81.3,1135,10,1,38,0,,,,,,,,,34,33,33.0,87,1.09,-15,-0.45,2.8,37.5
Roland Sallai,hu HUN,24,"MF,FW",Freiburg,2021-2022,1551.0,4.0,4.0,6.0,4.3,6.0,3.8,8.0,48.0,9.0,0.08,0.44,44,46,136,18,24,24,12,64.5,4819,1577,48,7,2.78,0.41,22.0,16,11,31,12,33,689,16,41.0,423,1,0,29,10,,,,,,,,,31,18,17.2,50,1.58,1,0.06,9.8,18.75
Yoann Salmier,gf GUF,28,DF,Troyes,2021-2022,2668.0,0.0,1.0,0.9,0.6,0.9,0.7,1.0,10.0,1.0,0.0,0.0,37,94,8,9,57,2,1,83.1,19675,7493,23,1,0.78,0.03,58.0,33,40,21,94,98,1627,13,76.5,983,5,0,33,0,,,,,,,,,31,30,29.6,86,1.06,-12,-0.4,1.6,10.0
Salvi,es ESP,30,"MF,FW",Cádiz,2021-2022,1395.0,2.0,1.0,2.6,0.9,1.8,1.2,3.0,19.0,7.0,0.11,0.29,36,25,88,8,14,15,9,58.9,2930,1025,24,3,1.55,0.19,20.0,10,6,16,11,26,498,9,56.3,267,3,1,9,1,,,,,,,,,23,17,15.5,61,1.09,-7,-0.45,3.0,36.84210526315789
Lazar Samardzic,rs SRB,19,"MF,FW",Udinese,2021-2022,490.0,2.0,2.0,1.0,1.3,1.0,1.3,4.0,17.0,6.0,0.12,0.33,10,22,29,19,18,6,1,77.5,3372,1147,40,5,7.35,0.92,13.0,9,2,2,2,15,338,15,57.7,173,0,0,11,2,,,,,,,,,22,1,5.4,22,1.0,5,0.92,2.3,35.294117647058826
Diadie Samassékou,ml MLI,25,MF,Hoffenheim,2021-2022,1655.0,2.0,0.0,1.1,1.1,1.1,1.0,2.0,15.0,4.0,0.13,0.5,8,62,23,9,40,5,0,79.4,9369,2494,29,3,1.58,0.16,41.0,26,28,20,26,69,934,8,44.4,485,7,0,30,0,,,,,,,,,24,21,18.4,69,1.63,0,0.0,2.1,26.666666666666668
Mama Samba Baldé,gw GNB,25,"MF,FW",Troyes,2021-2022,1717.0,3.0,2.0,6.5,0.9,5.8,1.1,5.0,47.0,17.0,0.06,0.18,44,48,141,17,29,13,1,68.0,4142,1075,49,5,2.55,0.26,40.0,28,5,20,9,45,746,34,43.6,487,1,1,41,4,,,,,,,,,30,20,19.1,57,0.9,-9,-0.47,6.9,36.17021276595745
Albert Sambi Lokonga,be BEL,21,MF,Arsenal,2021-2022,1134.0,0.0,0.0,0.6,1.1,0.6,1.0,0.0,20.0,8.0,0.0,0.0,28,84,16,18,68,14,1,88.2,12262,3171,39,0,3.09,0.0,22.0,18,13,3,12,35,929,3,75.0,606,5,0,12,1,,,,,,,,,19,12,12.6,60,1.74,-1,-0.08,1.6,40.0
Junior Sambia,fr FRA,24,"DF,FW",Montpellier,2021-2022,1533.0,1.0,0.0,1.6,0.8,1.6,0.7,1.0,20.0,6.0,0.05,0.17,54,52,108,11,46,12,6,76.0,8760,3407,34,3,2.0,0.18,22.0,13,21,7,31,43,923,26,56.5,518,5,1,18,7,,,,,,,,,30,16,17.0,51,1.23,-5,-0.29,2.3,30.0
Luigi Samele,it ITA,19,FW,Sassuolo,2021-2022,5.0,0.0,1.0,0.0,0.2,0.0,0.5,1.0,0.0,0.0,,,0,0,1,1,0,0,0,66.7,16,3,1,1,18.0,18.0,0.0,0,0,0,1,0,4,0,,2,0,0,0,0,,,,,,,,,2,0,0.1,3,0.5,1,18.0,0.5,
Fede San Emeterio,es ESP,24,MF,Cádiz,2021-2022,830.0,0.0,0.0,0.0,0.5,0.0,0.3,0.0,0.0,0.0,,,1,22,1,3,24,2,0,80.7,4533,1338,10,3,1.08,0.33,16.0,5,8,10,6,24,405,0,0.0,161,3,0,26,0,,,,,,,,,12,10,9.2,69,1.42,-1,-0.11,0.3,
Antonio Sanabria,py PAR,25,FW,Torino,2021-2022,1803.0,6.0,1.0,8.3,1.2,8.3,1.8,7.0,49.0,19.0,0.12,0.32,11,24,123,18,14,6,1,72.2,4786,453,35,5,1.75,0.25,3.0,2,2,14,10,5,707,13,65.0,414,3,0,26,3,,,,,,,,,29,22,20.0,62,1.24,9,0.45,10.100000000000001,38.775510204081634
Oihan Sancet,es ESP,21,FW,Athletic Club,2021-2022,1422.0,6.0,4.0,3.4,2.3,3.4,2.9,10.0,30.0,14.0,0.2,0.43,28,76,152,27,32,26,2,77.1,4774,1054,59,6,3.74,0.38,12.0,7,5,6,13,17,634,23,62.2,383,2,0,20,4,,,,,,,,,27,16,15.8,53,1.37,6,0.38,6.3,46.666666666666664
Renato Sanches,pt POR,23,"MF,FW",Lille,2021-2022,1651.0,2.0,5.0,0.9,4.1,0.9,3.3,7.0,22.0,4.0,0.09,0.5,59,171,71,35,137,29,7,81.6,19383,6030,88,10,4.79,0.54,19.0,7,14,18,7,33,1381,43,70.5,1039,8,1,29,0,,,,,,,,,25,20,18.3,66,1.4,4,0.22,4.2,18.181818181818183
Alexis Sánchez,cl CHI,32,FW,Inter,2021-2022,881.0,5.0,2.0,4.3,2.5,4.3,2.0,7.0,33.0,13.0,0.15,0.38,22,76,77,20,32,30,5,76.3,5914,1714,53,6,5.44,0.62,9.0,8,2,9,3,11,565,21,53.8,363,0,0,10,2,,,,,,,,,27,7,9.8,33,2.07,8,0.82,6.3,39.39393939393939
